tweet_id,customer_id,created_at,customer_text,historical_reply
817684,314756,Thu Oct 12 20:51:25 +0000 2017,@AppleSupport nothing happens .. i log in to my account and nothing happens.. like it doesnt download,@314756 We've received your DM and will continue to work with you there.
819851,315298,Sun Oct 08 17:28:06 +0000 2017,"@AppleSupport IOS 11.0.2 apesta, actualice y tengo falla de apagado, reinicio, batería y sobrecalentamiento.",@315298 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
820156,315370,Thu Oct 12 21:49:14 +0000 2017,@AppleSupport wtf. i've never had to reboot my iPhone. with iOS 11 i've been pushing all buttons at least 10 times now... WTF!!!,@315370 Thanks for reaching out to us for support. We would love to help you. Can you please tell us the model of your device?
820178,315376,Thu Oct 12 21:42:13 +0000 2017,Chi ha problemi con la fotocamera con #ios11 (aggiornamenti anche successive)? #apple #iphone #iphone7plus @AppleSupport @115858,@315376 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
820695,315483,Fri Oct 13 00:21:28 +0000 2017,@AppleSupport Waited a very few minutes than restarted.  Can wait if it locks again and report.,@315483 We want to do everything we can to assist. DM us and we'll proceed from there. https://t.co/GDrqU22YpT
822215,315843,Thu Oct 12 23:44:44 +0000 2017,@AppleSupport A lot like my phone is so slow since i updated and the battery dies in less than an hour and the apps stop working every five minutes,@315843 Approximately how long ago did you update to 11.0.3? Please let us know in DM to continue. https://t.co/GDrqU22YpT
824740,316422,Fri Oct 13 00:32:03 +0000 2017,@AppleSupport iPhone 7 newest iOS 11.whatever. Screen is completely frozen and the hard reset won't work. Tweeting this from my laptop.,@316422 Let's move into DM and we'll take a further look. https://t.co/GDrqU22YpT
824744,316423,Fri Oct 13 00:16:34 +0000 2017,@AppleSupport Both. iPhone 6s 🙏,@316423 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
828357,317334,Sun Oct 08 22:27:07 +0000 2017,@AppleSupport my phone won't update...,@317334 You have come to the right place for help! May we get a little more information on what happens when trying to update?
831302,317959,Mon Oct 09 00:30:35 +0000 2017,“I’d argue that iOS 11.0.2 is even worse on battery life. Crazy battery life for 11.0.2!!! Hello  @115858 @AppleSupport,@317959 We want to help! What model of device is it that you are having trouble with? https://t.co/GDrqU22YpT
835102,318837,Fri Oct 13 08:13:31 +0000 2017,@AppleSupport ✔️ changed WiFi and now I’m happy,@318837 Thanks for updating us. We're glad this took care of it and we hope you have a great day!
842519,320390,Fri Oct 20 14:12:33 +0000 2017,@AppleSupport Not sure what to do in the given link.. any customer care number available?,"@320390 Click on Purchases, then go for Topic Not Listed and type in the issue. It'll give you all of the available contact options."
842534,320393,Fri Oct 20 07:24:48 +0000 2017,@AppleSupport @115858 when are you gonna sort this update out??? Keyboard don’t work properly nor does music or speakerphone your useless,@320393 We'd be happy to look into the issues you're experiencing. Can you provide us which iOS version you're using?
845566,320989,Fri Oct 13 04:38:04 +0000 2017,Is that for the X ONLY Or 8 plus to the wireless chargers @AppleSupport,"@320989 The wireless charging pads are compatible with the iPhone 8, iPhone 8 Plus, and iPhone X. Learn more: https://t.co/Gd6MfrsuKP"
845892,321056,Fri Oct 20 14:22:44 +0000 2017,@AppleSupport Powering the phone off/on resolves the issue temporarily,"@321056 
We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT"
845894,321056,Fri Oct 20 09:39:18 +0000 2017,Power problems persist even after installing @applesupport @115858 IOS 11.0.3. Stops charging after a few minutes. IOS update a disaster.,@321056 We're here to help. Which model device are you using? Are you using the Apple branded charging cord and adapter?
847023,553127,Fri Oct 20 01:46:04 +0000 2017,@AppleSupport What happened to the ‘night time light’ on the new ios?,"@553127 Are you meaning Night Shift? If so, this article may help: https://t.co/NBE76DOiEM"
847093,321320,Mon Oct 09 03:06:55 +0000 2017,Why does my phone die at 50% @AppleSupport,"@321320 We'd love to lend a hand!  Which iPhone are you using, what iOS version is on it and when did this issue begin?"
848086,321559,Fri Oct 13 22:06:40 +0000 2017,"@AppleSupport Thx. When I connect my Nikon D800 to xfer images it crashes as soon as I press import &amp; when emailing, the text just deletes. No probs b4.","@321559 Are you connecting the camera directly, or are you using the camera adapter?"
848288,308070,Fri Oct 20 15:49:03 +0000 2017,@AppleSupport In fact apps applications developed by Apple for the iPhone users ar very less,"@308070 Are you able to send a DM using Twitter's website? If not, connect with us via phone or chat here: https://t.co/IBIY3vMgPj"
848305,321596,Fri Oct 20 12:23:06 +0000 2017,"I don’t get UX on iOS 11 podcast app, @AppleSupport. Why do I see old / stale episodes instead of new ones? What am I missing?",@321596 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
849905,321943,Fri Oct 20 13:15:26 +0000 2017,Is there no night mode in iOS 11.0.3? I loved it 😒@115858 @AppleSupport,@321943 We're here for you. Find instructions for turning on Night Shift here: https://t.co/NBE76DOiEM
849915,321946,Fri Oct 20 13:18:29 +0000 2017,@AppleSupport hey apple i have been having this problem since yesterday please help https://t.co/YvSMUpxiFR,@321946 We'd be happy to look into this with you. Which iPhone are you using?
849982,321962,Fri Oct 20 12:54:15 +0000 2017,@AppleSupport Need your help about my Apple ID!,@321962 We’d like to see how we can help. Can you DM us some more details about the issue you're having? https://t.co/GDrqU22YpT
851233,322213,Wed Oct 18 18:47:01 +0000 2017,@115858 @AppleSupport The iPhone 8 plus front camera is so mediocre. Try taking a selfie in Times Square and all billboards come across white. Its a below par camera!Have noticed even rear camera is bad for bright neon lights.,@322213 We want to be sure you can take great photos with your new iPhone. Let us know if this helps: https://t.co/Hrf4wQrDSw
851264,322223,Mon Oct 09 06:46:39 +0000 2017,"@115858 @AppleSupport now allow stupid Apps to charge my acc without my permission, Wat kind of world class security are you providing ?",@322223 We're here to help and recommend that you contact our iTunes Store team directly: https://t.co/SDIe7UiyJN
851741,322322,Fri Oct 20 13:37:58 +0000 2017,"Amigos quiero contarles que por medio de un correo falso (muy similar a los originales) de @115858 intentaron estafarme solicitando información personal y de tarjeta de crédito, dejo las imágenes entre el link falso y el oficial de @AppleSupport  MUCHO OJO! https://t.co/lSYvymDQHk",@322322 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
852578,322541,Mon Oct 09 09:34:20 +0000 2017,"Top iOS update, erased all my @115948 downloads! 😡 @AppleSupport any help?","@322541 Hey, we'll help you get your music back. Send us a DM and we'll take a look into this together. https://t.co/GDrqU22YpT"
852922,322617,Fri Oct 20 15:52:18 +0000 2017,@AppleSupport Something worked. I cancelled the pre-order from my account. Then I had an option to complete the album. This worked. Thanks!,@322617 We’re glad to hear that you were able to get your content to work. Enjoy the rest of your day!
856156,323313,Fri Oct 20 16:56:03 +0000 2017,@AppleSupport My phone,@323313 Are you able to download the content if connected to a different Wi-Fi network or cellular data?
856671,323443,Fri Oct 20 16:37:57 +0000 2017,@AppleSupport It was purchased from Argos,@323443 We’re here to address your concerns. Let's team up in Direct Message using the link below. https://t.co/GDrqU22YpT
859187,324003,Mon Oct 09 14:54:05 +0000 2017,Ho installato aggiornamenti 11.0.1 11.0.2. Ho problemi con chiamate verso il mio cellulare. E batteria che si scarica @applesupport 11.0.1,@324003 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
862175,324727,Mon Oct 09 15:48:55 +0000 2017,@AppleSupport Thanks for responding! I’ve updated and turned my iCloud Photo Library off then back on that seemed to help. 😁,@324727 Wonderful! Please let us know if we can be of any other assistance.
862184,324730,Mon Oct 09 15:52:58 +0000 2017,@AppleSupport I spoke to apple care yesterday and was told an email will be sent within 24 hours and it hasn't? #applehelp,@324730 Thanks for reaching out to us. We'd like to look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT
862711,324850,Fri Oct 13 13:25:05 +0000 2017,@AppleSupport Was refused collection in one of your stores today because I'm not the card-owner. How am I supposed to order for my employer?,@324850 We'd like to get you in touch with our Sales team to look into options. Reach them here:  https://t.co/8yjRd1Xo0i
862785,324867,Fri Oct 13 12:21:01 +0000 2017,@AppleSupport I want to be able to easily turn off wifi and bluetooth,"@324867 We can help out. Tell us, which device are you using?"
864430,325302,Fri Oct 20 21:45:47 +0000 2017,"@AppleSupport yes, is alright.",@325302 That's great! It was our pleasure to assist you. Please feel free to reach out any time you have questions or concerns.
867488,325987,Fri Oct 20 19:14:25 +0000 2017,@AppleSupport Ugh. The newest one! I have no fresh updates!,@325987 Let's take a closer look. Let us know the behaviors you're experiencing and we can go from there.
869481,123833,Mon Oct 09 18:45:25 +0000 2017,@AppleSupport 😠ios11 I'm always charging the battery. Fix this urgently,@123833 We want to look into your battery life issue with you. DM us details using the link below. https://t.co/GDrqU22YpT
869926,326565,Fri Oct 20 15:00:45 +0000 2017,@AppleSupport help i forgot my restrictions passcode,@326565 We've got some great steps to help with this issue. You can find these at the bottom of this article: https://t.co/ZOXnGWrbMf
869934,326568,Fri Oct 20 21:09:52 +0000 2017,@AppleSupport Yes. And I can’t download apps from the App Store either.,@326568 Good to know. Does this happen on multiple Wi-Fi networks?
872070,327045,Mon Oct 09 19:52:28 +0000 2017,@AppleSupport my Apple Watch says it's paired with my phone but my phone won't make noise when I press 'pinging iphone' and the app says: https://t.co/TtmBDI18PH,@327045 We'd be happy to help out. How long has this been happening?
872440,327125,Fri Oct 13 15:14:17 +0000 2017,The new IOS 11.0.3 is fucking bullshit. @115858 @AppleSupport everything works worst than ever.,@327125 We'd love to help. Please DM us with what you're experiencing. https://t.co/GDrqU22YpT
873942,249389,Fri Oct 20 18:23:42 +0000 2017,@AppleSupport No,"@249389 Thanks for trying that step. Next, does this happen in multiple locations (e.g. home, work, etc.)?"
877138,328228,Fri Oct 13 11:42:41 +0000 2017,Phones been so buggy since the updates :( @AppleSupport help,@328228 We'd be happy to see how we can help. What's going on?
882612,329578,Wed Oct 18 10:16:43 +0000 2017,"@AppleSupport Facing LOTS of frequent crashes in new Safari 11 (El Capitan, MBP Late 2011). Plz fix it asap.",@329578 Thanks for contacting us. Are you experiencing this when you go to a specific website? Have you tried restarting your Mac?
884968,330141,Fri Oct 20 21:15:43 +0000 2017,@AppleSupport WHAT?! Oh man!,@330141 Did you use Apple Music to add songs to your phone or iTunes?
884981,131497,Fri Oct 20 21:14:18 +0000 2017,"@AppleSupport hello, am I able to hand in another iPhone and pay money on top for a new model?",@131497 We'd be happy to look into that with you. DM us with which country you're located in. https://t.co/GDrqU22YpT
886208,330428,Fri Oct 20 23:06:48 +0000 2017,@AppleSupport Correct,@330428 That's great. Do you still need our help with updating?
886265,563368,Sun Oct 22 07:48:46 +0000 2017,@AppleSupport U guys feel like getting me a new phone since ur update wrecked my shit?,@563368 We want to help with your iPhone. DM us details on the issues you're having with your iPhone and we'll work with you there. https://t.co/GDrqU22YpT
889060,331072,Sat Nov 25 16:09:10 +0000 2017,@AppleSupport I have bought an iPhone 7 exactly a month ago and my usage is not much as compared to my friends iPhone still I face a lot of problems 1. Battery drains 2. Mobile heating 3. Hangs while using basic app 4. Charge doesnot works sometimes,@331072 Let's look into this together. Could you tell us the exact iOS version your iPhone is running? You can find this by going to Settings &gt; General &gt; About
892817,331998,Fri Oct 13 18:10:29 +0000 2017,@AppleSupport i have an IPhone 6S ans ios 11.0.3,@331998 Thanks for that info. Check out this article to ensure your notifications are set up correctly: https://t.co/2txgOv5s2M
895987,121579,Fri Oct 20 23:15:56 +0000 2017,"@AppleSupport Thanks! :) also, I can’t send gifs in iMessage. It says it’s offline / no internet connection. But I have internet connection lol.",@121579 Are you using the built-in #images within iMessage using these steps: https://t.co/z23vd8gZl5
897711,333194,Sat Oct 21 01:39:36 +0000 2017,@AppleSupport can customers new to iPhone Upgrade Program get pre-approved prior to X preorders? Or is that just being offered to current?,@333194 Great question. Our Sales team can provide additional information on this. Please reach out to them here: https://t.co/8yjRd1Xo0i
898802,333414,Sat Oct 21 02:43:17 +0000 2017,"@AppleSupport 6s plus, only a few hours. Used to last over a day.","@333414 Alright, understood. Send us a DM next and we'll look into this with you more. https://t.co/GDrqU22YpT"
898806,333415,Sat Oct 21 02:52:26 +0000 2017,@AppleSupport Suggestion please?,@333415 We'd love to discuss it with you. Please meet us in DM. https://t.co/GDrqU22YpT
902817,334320,Tue Oct 10 13:30:52 +0000 2017,@AppleSupport  https://t.co/2k05Ur62rm,@334320 Thanks for the screenshots. Let us know your iOS version in DM. We’ll continue troubleshooting this there. https://t.co/GDrqU22YpT
902829,239496,Tue Oct 10 03:16:40 +0000 2017,"@115858 @AppleSupport why is my iPhone turning on its WiFi all by itself CONSTANTLY, like every 30 mins at least, after I upgraded my iOS?",@239496 Great question!  This article explains more about the changes to Bluetooth &amp; Wi-Fi in iOS 11: https://t.co/G7BHuQnDS6
903286,334442,Sun Oct 22 22:35:46 +0000 2017,@AppleSupport any answer to this internally combusting 5C battery which has led to me having to buy a new one as screen exploded?! #uk https://t.co/2omM95NDJR,@334442 We’d like to understand more about this situation. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT
904098,246874,Tue Oct 10 04:41:48 +0000 2017,@AppleSupport iOS 11.0.2 is a nightmare on iPhone 7 Plus.Freeze several times a day+ volume buttons freeze sometimes. When is next update?,@246874 This should not be happening. We want to help. Send us a DM with more details. https://t.co/GDrqU22YpT
905933,335076,Sat Oct 21 01:43:05 +0000 2017,@AppleSupport 11.0.3,"@335076 So that we can avoid having you repeat anything, have you completed any troubleshooting steps on your own so far? DM us. https://t.co/GDrqU22YpT"
906821,335321,Tue Oct 10 10:02:44 +0000 2017,@AppleSupport how can I use my AppleWatch as an alarm clock when it’s charging and locked?,@335321 Check out this article to get that set up: https://t.co/0pM9QoGYX9
908492,276491,Sat Oct 21 06:52:15 +0000 2017,"@AppleSupport 6, it lasts about 2 hours after the update.",@276491 Thanks for clarifying. Send us a DM so we can continue to work with you there. https://t.co/GDrqU22YpT
908631,335802,Tue Oct 10 15:06:21 +0000 2017,@AppleSupport I press the home button and  right side button together while it is connected to the charger.,@335802 Got it. How often is this screen showing up? Reply in DM so we can look at our options to get this resolved. https://t.co/GDrqU22YpT
910685,336293,Tue Oct 10 14:20:31 +0000 2017,"After upgrading my phone my batteries are going down to an alarming rate, can @AppleSupport tell me why?","@336293 We're here for you! Send us a DM, and we'll take a closer look at your battery life together. https://t.co/GDrqU22YpT"
915188,337310,Fri Oct 13 20:05:03 +0000 2017,@AppleSupport Just updated to IOS11.3 and my Apple Music library has gone 😐,"@337310 Let's work on getting your music back! To begin, were these the songs you have downloaded or the entire Library?"
915213,337314,Fri Oct 13 20:20:40 +0000 2017,@337315 @AppleSupport Same soo annoying x,"@337314 We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT"
917918,337919,Tue Oct 10 17:26:48 +0000 2017,"Hey @AppleSupport I want to remove mirroring, music, and volume from control center on ios 11!!!",@337919 We value feedback and suggestions on what we can change. Tell us more here: https://t.co/eTPVYVFyd8
921054,338648,Fri Oct 13 20:49:25 +0000 2017,"@AppleSupport iTunes wants me to sign in 3 times and says my ""session has expired"" is there any solution to this.. I've tried a re-install..",@338648 Let’s work together to find a resolution. Which computer and version of OS are you using?
922313,338949,Fri Oct 13 21:30:06 +0000 2017,@AppleSupport My lock screen and clock just basically disappear. Don’t get notifications on my lock screen either. iPhone 7 running iOS11.0.3,@338949 We certainly want the device to work for you! We're here to help! Have you tried any restarts yet?
922329,221219,Fri Oct 13 21:11:29 +0000 2017,@AppleSupport @115858 So. I'm now updated to iOS 11.0.3 and still having battery issues. Hope you plan on rectifying this sometime soon!,"@221219 Let us know via DM the type of device you have, then we can work together on resolving this. https://t.co/GDrqU22YpT"
922797,339056,Tue Oct 10 19:33:36 +0000 2017,@AppleSupport had my Apple Watch series 3 since Thursday. Reboots itself a minimum of once a day. What’s going on!?!,"@339056 Thanks for reaching out! If it's misbehaving, then we'd want to unpair and pair it to test: https://t.co/09tmX2l5D3"
924568,339410,Fri Oct 13 21:23:15 +0000 2017,"@AppleSupport Hey Apple, it is very urgent to recover my account, I need help please !!!",@339410 We’ve received your DM and will continue there shortly. Thank you for your patience.
924570,163969,Fri Oct 13 21:43:29 +0000 2017,@AppleSupport Well she doesn’t respond to “hey Siri.” I’ve turned her off multiple times. And when I set her up it’s like my microphone doesn’t pick it up,@163969 Do you have Low Power Mode enabled right now?
924618,339425,Fri Oct 13 21:20:17 +0000 2017,@AppleSupport iphone7 (11.0.2 )screen unresponsive for up to 1min. Pressing home/side/volume buttons has no affect. happening since ios10,@339425 Let’s get this sorted out together. Send us a DM with more details and we'll go from there. https://t.co/GDrqU22YpT
925588,374387,Sun Oct 15 00:50:00 +0000 2017,"@AppleSupport I updated my phone, I can’t shop now. Can’t items to the shopping cart. What is wrong?",@374387 We want you to be able to shop with ease. Where are you having difficulty shopping? A specific app or website?
925599,345912,Sat Oct 14 01:05:47 +0000 2017,@AppleSupport How come I can't download any new apps without going through the Two-factor authentication?  I don't want to do the two-factor authentic,@345912 We're here to help. Was your Apple ID created before iOS 10.3 or macOS 10.12.4?
926393,339809,Fri Oct 13 21:47:16 +0000 2017,@AppleSupport no genius bar option available?  Why not?  I called your call center twice and they can't help.  &gt; 45 minutes on phone https://t.co/SQijX3gpl5,@339809 Let’s take a closer look into this with you. Send us a DM with your current country to get started. https://t.co/GDrqU22YpT
928052,340199,Fri Oct 13 22:07:12 +0000 2017,@AppleSupport Nope it’s just that when I click on the album I want to play without shuffle and I’ve restarted my phone it’s still like that,@340199 Does this happen with every album you have? Do you subscribe to Apple Music?
928770,212460,Tue Oct 10 21:47:13 +0000 2017,After a phone call from @AppleSupport at 1pm my phone was back on at 8:30pm still the same issues and nothing fixed!,@212460 Thanks for reaching out. Let's meet up in DM to discuss. https://t.co/GDrqU22YpT
932326,341151,Sat Oct 21 03:14:58 +0000 2017,@AppleSupport #AppleTv keeps switching to 4K SDR from HDR after waking from sleep. I have #Samsung 6 Series and HDMI cable from Apple Store,@341151 We’d like to get you in touch with an expert from our Apple TV team. Use this link to reach them: https://t.co/IBIY3vMgPj
938199,342401,Sun Oct 22 13:22:54 +0000 2017,"@AppleSupport @325308 My new iPad Pro is glitching from simple stuff like multiple app drag and drop function, to orientation issues.",@342401 We can figure this out together. What iOS version are you using? Here's how to find it: https://t.co/ZTw54HL4Rm
939187,257653,Sat Nov 25 13:58:51 +0000 2017,"@AppleSupport Yes, the screenshots remain at the bottom no matter whichever app I get into, &amp; no matter how many screenshots I take. It is just there. I would have to switch off the display and unlock to make it go away. It happens with screenshots, no matter which app it is of.","@257653 Are the screenshots saving to the Photos app? If you tap the screenshot or press and hold it, does it respond?"
939597,342730,Sat Oct 21 14:55:49 +0000 2017,"@342731 @AppleSupport @115858 My 6 as well. Better with the latest patch, but after that last big update. Ugh.",@342730 That's not the experience we expect you to have. We'll be happy to see how we can help. Which iOS version are you using?
939661,342750,Sat Oct 21 14:48:42 +0000 2017,@AppleSupport since I’ve updated my phone my photos keep being blurred - with a little ! In the corner. Help!,@342750 We'd like to help. Which version of iOS 11 are you using? Can you please message us in DM? https://t.co/GDrqU22YpT
940956,324847,Fri Oct 13 23:25:09 +0000 2017,"@2531 @AppleSupport iPhone 5 won't start. See images; loops 4or5secs each screen. 
was running out of storage https://t.co/QqgYQYHtSY",@324847 Let us look into this with you. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT
941504,343199,Sat Oct 21 05:53:41 +0000 2017,@AppleSupport hi .. is it really advisable to update files via OTA? because I do not have nearest computer right now,@343199 We've received your DM and we'll continue working with you there.
942242,168358,Sat Oct 21 17:07:27 +0000 2017,@AppleSupport No. Forced restart didn’t work. Normal shutdown didn’t work.,@168358 Thank you. Are you experiencing similar issues with any other apps? Reply in DM and we'll continue there. https://t.co/GDrqU22YpT
942752,129079,Sat Oct 21 07:40:02 +0000 2017,"I am simply baffled by how badly @115858 @AppleSupport can mess up an order. Wrong keyboard, wrong name on AppleCare. #makeitright 🤦🏻‍♂️",@129079 Let’s make this right. To begin let’s have our Apple Online Sales Support partner with you here: https://t.co/8yjRd1Xo0i
945694,344248,Sat Oct 21 08:36:07 +0000 2017,"@AppleSupport @115858 this is the reply i got from customer care . As it is very serious issue plz help me
Or plz exchange my phone https://t.co/WVSFbjthga",@344248 We're here to help. We recommend following the suggestions here: https://t.co/bivpdfBNJ6 and then testing the device as normal.
950990,345578,Sat Oct 21 17:41:30 +0000 2017,@345579 @AppleSupport @115858 I would love to be able to just make a stupid phone call without restarting my phone,@345578 Let's team up and sort this out. What happens when you attempt to make a call? Are there any error messages received?
955019,346591,Sun Oct 22 00:29:40 +0000 2017,"@AppleSupport I have the iPhone 7 Plus, and yes, I’m on 11.0.3",@346591 Let's look into this further. DM us any error you may be getting and we'll get started. https://t.co/GDrqU22YpT
955707,346749,Sat Oct 21 19:46:14 +0000 2017,"Is that the actual beats 189 !? 😳 

@AppleSupport https://t.co/hsHLx2PRd4",@346749 We'd like to dig into this a bit more to see how we can help. DM us with more details. https://t.co/GDrqU22YpT
956370,346919,Sat Oct 21 21:58:00 +0000 2017,@AppleSupport It happens whenever I send a normal text message to a someone without an iPhone. The ‘ makes the character limit drop to 70.,@346919 Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
956380,346922,Wed Oct 11 15:27:31 +0000 2017,"@AppleSupport No it also occurs when swiping in between home screens
Buttons become unresponsive too
It’ll stay frozen for around 5mins and then restart","@346922 Thanks for those details. Let's take a closer look at this in DM. Send us a message using the link below, please. https://t.co/GDrqU22YpT"
957788,211918,Wed Oct 11 06:25:51 +0000 2017,MacOS'da 3-4 sürümdür cihazı kapatıp açtığımda ses dengesinin ortadan sağ hoparlöre geçtiğini görüyorum. 2 yıldır falan böyle @AppleSupport,@211918 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
960647,275572,Wed Oct 11 11:09:48 +0000 2017,@AppleSupport keep getting emails from this address __email__ assuming it’s a scam. Please advise.,@275572 Let's get this figured out. Send us a DM. https://t.co/GDrqU22YpT
962178,348314,Wed Oct 11 22:25:04 +0000 2017,@AppleSupport WILL DOWNGRADING BACK TO IOS 10 GET RID OF THE SCREEN BUG?,@348314 Let's look into what you're experiencing on you 5s a bit closer. Join us in DM with more detail about what you're seeing. https://t.co/GDrqU22YpT
962608,348421,Fri Oct 13 05:09:35 +0000 2017,"It's proving impossible to do the simplest things on my iPhone 7P since I've ""upgraded"" (downgraded) from 10.3.3 to IOS 11. @AppleSupport","@348421 Let's work on it together. Which iOS 11 version is installed currently? Also, what issues are you experiencing?"
963456,348655,Wed Oct 11 14:01:48 +0000 2017,Don’t download #ios11.2 @AppleSupport it’s awful &amp; so many bugs. My phone keeps getting hot and won’t let me make calls.@115858 #disappointed,@348655 We want to help with the issues you're experiencing. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
964864,349011,Wed Oct 11 14:36:13 +0000 2017,@applesupport I would really appreciate it if iCloud photo sharing actually shared the full resolution images with no further compression.,@349011 We appreciate your suggestions and feedback. Please provide it here as well:  https://t.co/eTPVYVFyd8
967324,349594,Sat Oct 21 22:21:30 +0000 2017,"@AppleSupport I keep using 3D Touch to multitask wasting at least 5 mins of my life everyday realising that this was killed off, any help?",@349594 Let us know if you find this article helpful: https://t.co/U6OBqymdb1 Questions? Send us a DM. https://t.co/GDrqU22YpT
967804,349722,Sat Oct 21 22:38:33 +0000 2017,"@AppleSupport ios11 freezes all the time, apps are slow, can't even make a call. Really disappointing",@349722 We want to help. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT
975782,351407,Sun Oct 22 02:52:12 +0000 2017,@AppleSupport every time I try to delete email in mail app on iOS 11.0.3 on 7+ it freezes. Help?!,@351407 We'd like to take a look into this with you. Could you please send us a DM so we can gather some info? https://t.co/GDrqU22YpT
981240,352657,Sun Oct 22 07:42:51 +0000 2017,@AppleSupport hey guys please fix this asap. Terribly annoying bug ! https://t.co/OP4BbZwoS4,@352657 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
981636,352748,Wed Oct 11 20:55:19 +0000 2017,@AppleSupport @115858  My wonderful iPhone 6 Plus is now a useless piece of junk.  IOS 11.0.2 is a real disaster!,@352748 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
988383,354173,Sun Oct 22 18:09:11 +0000 2017,@AppleSupport iPhone 6s and iPad Air 2. I would like books to be on iTunes though because it already shows on the devices.,@354173 We definitely want to provide support for you! Let us know if the steps in this article help: https://t.co/Yh98IoqeIE
990406,309164,Sun Oct 22 04:54:05 +0000 2017,Malgré les #MAJIOS11 @AppleSupport le bouton #wifi continue de s’activer tout seul  sur panneau de #contrôle et pas dans le menu général 🤔😡,@309164 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
990439,354612,Sun Oct 22 14:51:46 +0000 2017,@AppleSupport I fixed it :),@354612 Glad to hear that things are working as expected again. Feel free to reach out if any questions come up.
991104,354766,Thu Oct 12 00:33:50 +0000 2017,@AppleSupport I rented LIFE and i have 21 hours to watch but my apple tv is having a hard time loading the movie. please help,@354766 We want to help you. Click here to reach our Apple TV experts: https://t.co/IBIY3vMgPj
993336,355313,Sun Oct 22 13:54:09 +0000 2017,@AppleSupport Hi. update 11.0.3 doesnt work well on the notifs. It’s gone.,@355313 We can work together on this. Can you give us more information about what's not working properly?
994510,355566,Sun Oct 22 14:14:17 +0000 2017,@AppleSupport hi apple I keep getting an error message saying something about the imap when I try to go to emails can you help?,@355566 We can definitely help out. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT
996573,355979,Sun Nov 12 11:08:53 +0000 2017,@AppleSupport This is what happens when i try to view or export my #iphonex 4k 60fps video files - I really need help!!! https://t.co/1AeVJgwoW3,@355979 Our Photos team would be happy to help you with this issue. You can reach them through this link:  https://t.co/IBIY3vMgPj
996600,355986,Fri Nov 10 08:44:30 +0000 2017,Fix the mail app @115858 @AppleSupport it has a lot of bugs!!,@355986 We're here for you. Let us know what issues you're experiencing with the Mail app. We'll also want to verify the device you're using. Feel free to reach out via DM using the link below. https://t.co/GDrqU22YpT
997759,356263,Tue Oct 31 21:52:35 +0000 2017,@AppleSupport my phone is muting itself all of the time.,@356263 We are here to help. Please send us a DM so we can gather more details and go from there. https://t.co/GDrqU22YpT
998069,356331,Sun Oct 22 19:59:11 +0000 2017,@AppleSupport 11.0.3,"@356331 Go to Settings &gt; Messages &gt; Text Message Forwarding, then try to turn that off. Let us know if that helps via DM. https://t.co/GDrqU22YpT"
998103,356339,Sun Oct 22 11:56:30 +0000 2017,@AppleSupport new update for the iPhone isn't working properly have to keep resetting my phone to make a phone call,"@356339 Which specific iOS version are you using currently?  Also, what happens when you try to make a call?"
998969,356537,Sat Nov 04 23:23:34 +0000 2017,@AppleSupport we’re gonna need a fix to that letter I bug. I️ phone,@356537 Let's see how we can help. Try the steps here: https://t.co/xXaXeeSRt9 DM if you still need help. https://t.co/GDrqU22YpT
999931,485367,Sat Nov 04 05:11:59 +0000 2017,@AppleSupport Do you need to have two different SIM card in the iPhone’s to do this?,"@485367 We'd be happy to provide some clarity for you. Check out the following resource under ""Use Quick Start"": https://t.co/Eagu0bQatm"
1000152,356787,Fri Nov 03 18:47:37 +0000 2017,I have the same question Kristi for AT&amp;T. It sounds like it might be an Apple issue. @117735 @AppleSupport https://t.co/UHM3RWZvFK,"@356787 Hi Martin! Plry activating your device again. If the issue persist, try these steps and DM the result: https://t.co/ywHIZGN4Ac https://t.co/GDrqU22YpT"
1001223,357036,Sat Oct 14 12:39:07 +0000 2017,@AppleSupport And it is only one week old phone,"@357036 When this occurs, is Bluetooth completely turning off on either device or is it just disconnecting?"
